type,value
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,3.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
Harlem,4.5
